season	player_id	player	birth_year	pos	age	experience	lg	tm	g	mp	fg_per_36_min	fga_per_36_min	fg_percent	avg_dist_fga	percent_fga_from_x2p_range	percent_fga_from_x0_3_range	percent_fga_from_x3_10_range	percent_fga_from_x10_16_range	percent_fga_from_x16_3p_range	percent_fga_from_x3p_range	fg_percent_from_x2p_range	fg_percent_from_x0_3_range	fg_percent_from_x3_10_range	fg_percent_from_x10_16_range	fg_percent_from_x16_3p_range	fg_percent_from_x3p_range	percent_assisted_x2p_fg	percent_assisted_x3p_fg	percent_dunks_of_fga	num_of_dunks	percent_corner_3s_of_3pa	corner_3_point_percent
2023	4307	Bobby Portis	NA	PF	27	8	NBA	MIL	70	1818	7.9	15.9	0.496	13.3	0.68	0.23	0.202	0.172	0.076	0.32	0.555	0.643	0.549	0.471	0.492	0.37	0.597	1	0.025	17	0.35	0.278
2023	4475	Bogdan Bogdanović	NA	SG	30	6	NBA	ATL	54	1508	6.5	14.6	0.447	19.1	0.411	0.088	0.098	0.133	0.092	0.589	0.506	0.648	0.567	0.481	0.339	0.406	0.457	0.815	0.003	2	0.211	0.382
2023	4224	Bojan Bogdanović	NA	PF	33	9	NBA	DET	59	1893	8.2	16.8	0.488	15.2	0.6	0.144	0.214	0.169	0.073	0.4	0.539	0.685	0.487	0.537	0.406	0.411	0.537	0.828	0.012	10	0.297	0.419
2023	4692	Bol Bol	NA	PF	23	4	NBA	ORL	70	1505	6.2	11.4	0.546	10.7	0.764	0.324	0.264	0.107	0.069	0.236	0.633	0.871	0.492	0.471	0.303	0.265	0.537	0.767	0.157	73	0.239	0.185
2023	4908	Bones Hyland	NA	PG	22	2	NBA	TOT	56	1085	7.6	18.9	0.399	17.6	0.448	0.156	0.175	0.082	0.035	0.552	0.434	0.618	0.31	0.319	0.5	0.371	0.279	0.607	0.007	3	0.137	0.442
2023	4072	Bradley Beal	NA	SG	29	11	NBA	WAS	50	1673	9.6	18.9	0.506	12.9	0.751	0.197	0.256	0.164	0.133	0.249	0.552	0.786	0.462	0.472	0.479	0.365	0.401	0.713	0.016	14	0.201	0.364
2023	4693	Brandon Clarke	NA	PF	26	4	NBA	MEM	56	1090	7.6	11.5	0.656	5.1	0.983	0.496	0.318	0.146	0.023	0.017	0.665	0.792	0.568	0.451	0.625	0.167	0.768	1	0.158	52	1	0.167
2023	3801	Brook Lopez	NA	C	34	15	NBA	MIL	78	2373	7.2	13.6	0.531	14	0.595	0.281	0.17	0.108	0.036	0.405	0.637	0.771	0.569	0.485	0.375	0.374	0.745	0.971	0.087	71	0.198	0.403
2023	4594	Bruce Brown	NA	SG	26	5	NBA	DEN	80	2280	5.7	11.7	0.483	12.2	0.657	0.266	0.273	0.086	0.032	0.343	0.548	0.802	0.386	0.391	0.25	0.358	0.551	0.923	0.076	50	0.398	0.376
2023	4382	Buddy Hield	NA	SF	30	7	NBA	IND	80	2482	6.9	15.1	0.458	19.4	0.348	0.153	0.084	0.044	0.066	0.652	0.518	0.686	0.345	0.413	0.42	0.425	0.561	0.889	0.012	12	0.168	0.474
2023	5034	Caleb Houstan	NA	SF	20	1	NBA	ORL	51	812	2.9	8.1	0.363	20.1	0.253	0.159	0.038	0.005	0.049	0.747	0.435	0.483	0.429	0	0.333	0.338	0.65	1	0.005	0	0.338	0.478
2023	4696	Caleb Martin	NA	PF	27	4	NBA	MIA	71	2077	4.4	9.5	0.464	15	0.569	0.245	0.159	0.049	0.117	0.431	0.545	0.679	0.414	0.481	0.469	0.356	0.612	0.857	0.053	22	0.415	0.316
2023	4913	Cam Thomas	NA	SG	21	2	NBA	BRK	57	948	7.6	17.3	0.441	14.6	0.708	0.125	0.226	0.228	0.129	0.292	0.464	0.684	0.466	0.346	0.458	0.383	0.327	0.451	0.011	5	0.105	0.5
2023	4383	Caris LeVert	NA	SG	28	7	NBA	CLE	74	2237	5.1	11.9	0.431	14.7	0.563	0.239	0.181	0.116	0.028	0.437	0.462	0.633	0.373	0.302	0.238	0.392	0.373	0.709	0.043	30	0.231	0.413
2023	4479	Cedi Osman	NA	SF	27	6	NBA	CLE	77	1548	5.6	12.3	0.451	16.8	0.411	0.27	0.102	0.025	0.015	0.589	0.564	0.727	0.222	0.538	0	0.372	0.764	0.879	0.013	7	0.253	0.43
2023	4597	Chimezie Metu	NA	C	25	5	NBA	SAC	66	689	6.7	11.4	0.589	7.5	0.826	0.479	0.279	0.055	0.014	0.174	0.663	0.81	0.492	0.25	0.667	0.237	0.783	1	0.329	64	0.079	0
2023	4481	Chris Boucher	NA	PF	30	6	NBA	TOR	76	1523	6.2	12.5	0.493	11.2	0.643	0.416	0.166	0.038	0.023	0.357	0.585	0.655	0.455	0.4	0.583	0.328	0.578	0.984	0.149	69	0.497	0.351
2023	3585	Chris Paul	NA	PG	37	18	NBA	PHO	59	1889	5.6	12.7	0.44	18	0.609	0.025	0.127	0.302	0.154	0.391	0.482	0.588	0.447	0.485	0.485	0.375	0.163	0.551	0	0	0.073	0.421
2023	5036	Christian Braun	NA	SG	21	1	NBA	DEN	76	1181	4.4	8.8	0.495	11.4	0.668	0.36	0.239	0.028	0.042	0.332	0.565	0.721	0.42	0.375	0.167	0.354	0.67	0.941	0.114	30	0.417	0.4
2023	5037	Christian Koloko	NA	C	22	1	NBA	TOR	58	802	3.2	6.7	0.48	4.9	0.92	0.633	0.213	0.067	0.007	0.08	0.514	0.6	0.313	0.4	0	0.083	0.704	1	0.32	36	0.5	0.167
2023	4313	Christian Wood	NA	C	27	7	NBA	DAL	67	1738	8.2	15.9	0.515	12.8	0.637	0.304	0.208	0.062	0.062	0.363	0.594	0.697	0.569	0.417	0.354	0.376	0.615	0.971	0.124	86	0.165	0.326
2023	4154	CJ McCollum	NA	SG	31	10	NBA	NOP	75	2649	8	18.3	0.437	16.2	0.596	0.109	0.21	0.15	0.127	0.404	0.469	0.626	0.443	0.512	0.327	0.389	0.303	0.758	0.004	3	0.107	0.328
2023	4230	Clint Capela	NA	C	28	9	NBA	ATL	65	1730	7.3	11.2	0.653	2.2	0.998	0.769	0.222	0.004	0.004	0.002	0.654	0.728	0.412	0	0.5	0	0.734	NA	0.291	146	0	NA
2023	4703	Coby White	NA	SG	22	4	NBA	CHI	74	1730	5.5	12.4	0.443	17.8	0.421	0.2	0.096	0.072	0.052	0.579	0.54	0.672	0.386	0.465	0.419	0.372	0.348	0.961	0.008	4	0.148	0.412
2023	4819	Cole Anthony	NA	PG	22	3	NBA	ORL	60	1552	6.4	14.1	0.454	14.7	0.662	0.143	0.249	0.151	0.12	0.338	0.5	0.632	0.447	0.522	0.425	0.364	0.248	0.733	0.023	11	0.083	0.353
2023	4920	Corey Kispert	NA	SF	23	2	NBA	WAS	74	2093	5	10.1	0.497	18.8	0.344	0.179	0.125	0.029	0.01	0.656	0.637	0.762	0.534	0.412	0.333	0.424	0.766	0.982	0.029	15	0.224	0.488
2023	3992	Cory Joseph	NA	PG	31	12	NBA	DET	62	1227	4.4	10.3	0.427	17.3	0.487	0.1	0.217	0.097	0.074	0.513	0.468	0.657	0.434	0.441	0.346	0.389	0.25	0.771	0	0	0.178	0.406
2023	4317	D'Angelo Russell	NA	PG	26	8	NBA	TOT	71	2304	7	14.8	0.469	17.6	0.483	0.129	0.137	0.133	0.084	0.517	0.548	0.721	0.492	0.484	0.475	0.396	0.315	0.68	0	0	0.102	0.4
2023	4317	D'Angelo Russell	NA	PG	26	8	NBA	MIN	54	1778	6.8	14.7	0.465	17.8	0.479	0.118	0.124	0.147	0.089	0.521	0.546	0.698	0.511	0.477	0.508	0.391	0.311	0.649	0	0	0.113	0.349
2023	4922	Daishen Nix	NA	PG	20	2	NBA	HOU	57	914	3.2	9.3	0.342	17.4	0.409	0.19	0.194	0.004	0.021	0.591	0.423	0.489	0.37	1	0.2	0.286	0.439	0.825	0.013	2	0.15	0.238
2023	4077	Damian Lillard	NA	PG	32	11	NBA	POR	58	2107	9.5	20.5	0.463	17.9	0.453	0.235	0.109	0.05	0.058	0.547	0.574	0.671	0.427	0.533	0.486	0.371	0.157	0.516	0.012	10	0.058	0.395
2023	4484	Damion Lee	NA	SG	30	6	NBA	PHO	74	1506	4.8	10.8	0.442	17.5	0.454	0.122	0.144	0.126	0.062	0.546	0.439	0.6	0.385	0.456	0.214	0.445	0.7	0.991	0.004	2	0.393	0.495
2023	4705	Daniel Gafford	NA	C	24	4	NBA	WAS	78	1604	6.5	8.9	0.732	3.2	1	0.592	0.367	0.025	0.015	0	0.732	0.846	0.566	0.8	0.167	NA	0.668	NA	0.362	135	NA	NA
2023	4389	Danuel House Jr.	NA	SF	29	7	NBA	PHI	56	807	4.1	8.8	0.472	15.9	0.442	0.289	0.086	0.03	0.036	0.558	0.644	0.737	0.412	0.833	0.286	0.336	0.75	0.946	0.071	12	0.482	0.358
2023	4390	Dario Šarić	NA	PF	28	6	NBA	TOT	57	806	5.7	12.4	0.458	14	0.585	0.242	0.224	0.072	0.047	0.415	0.506	0.731	0.403	0.3	0.154	0.391	0.671	1	0.004	0	0.252	0.448
2023	4708	Darius Garland	NA	PG	23	4	NBA	CLE	69	2447	7.7	16.6	0.462	15.1	0.635	0.17	0.229	0.134	0.102	0.365	0.492	0.615	0.452	0.51	0.357	0.41	0.286	0.58	0.004	4	0.09	0.378
2023	5041	David Roddy	NA	PF	21	1	NBA	MEM	70	1258	5.2	12	0.429	14.5	0.495	0.271	0.183	0.026	0.014	0.505	0.553	0.711	0.351	0.545	0.167	0.307	0.609	0.969	0.057	22	0.415	0.341
2023	4926	Davion Mitchell	NA	PG	24	2	NBA	SAC	80	1447	4.5	9.9	0.454	16.4	0.506	0.213	0.13	0.058	0.105	0.494	0.584	0.706	0.558	0.348	0.5	0.32	0.449	0.873	0.005	1	0.193	0.316
2023	4489	De'Aaron Fox	NA	PG	25	6	NBA	SAC	73	2435	10.1	19.7	0.512	13.5	0.724	0.171	0.251	0.194	0.108	0.276	0.584	0.803	0.569	0.488	0.444	0.324	0.16	0.613	0.033	41	0.128	0.255
2023	4709	De'Andre Hunter	NA	SF	25	4	NBA	ATL	67	2126	6.4	13.9	0.461	14.6	0.652	0.159	0.179	0.197	0.117	0.348	0.521	0.649	0.429	0.519	0.49	0.35	0.588	0.91	0.044	32	0.413	0.39
2023	4602	De'Anthony Melton	NA	PG	24	5	NBA	PHI	77	2150	4.6	10.9	0.425	18	0.381	0.186	0.131	0.037	0.028	0.619	0.484	0.628	0.329	0.292	0.5	0.39	0.483	0.879	0.011	6	0.246	0.374
2023	4603	Deandre Ayton	NA	C	24	5	NBA	PHO	67	2035	9.2	15.7	0.589	7.7	0.973	0.313	0.352	0.223	0.085	0.027	0.597	0.806	0.532	0.455	0.467	0.292	0.792	0.857	0.131	110	0	NA
2023	4394	Dejounte Murray	NA	SG	26	6	NBA	ATL	74	2693	8.2	17.6	0.464	14.6	0.707	0.159	0.158	0.232	0.158	0.293	0.514	0.7	0.433	0.461	0.486	0.344	0.194	0.729	0.016	21	0.225	0.437
2023	4320	Delon Wright	NA	PG	30	8	NBA	WAS	50	1221	4.1	8.6	0.474	14.4	0.591	0.196	0.299	0.062	0.034	0.409	0.564	0.842	0.391	0.444	0.7	0.345	0.268	0.854	0.014	4	0.244	0.345
2023	3872	DeMar DeRozan	NA	SF	33	14	NBA	CHI	74	2682	8.8	17.5	0.504	13.7	0.891	0.165	0.125	0.263	0.338	0.109	0.526	0.735	0.491	0.499	0.459	0.324	0.244	0.848	0.023	29	0.31	0.318
2023	4823	Deni Avdija	NA	SF	22	3	NBA	WAS	76	2020	4.5	10.3	0.437	13.3	0.599	0.278	0.263	0.038	0.021	0.401	0.53	0.714	0.395	0.227	0.333	0.297	0.538	0.942	0.057	29	0.241	0.339
2023	4157	Dennis Schröder	NA	PG	29	10	NBA	LAL	66	1986	4.9	11.8	0.415	14.4	0.654	0.168	0.208	0.18	0.098	0.346	0.461	0.55	0.422	0.462	0.391	0.329	0.25	0.905	0	0	0.258	0.345
2023	4490	Dennis Smith Jr.	NA	PG	25	6	NBA	CHO	54	1390	4.8	11.7	0.412	11.4	0.754	0.33	0.232	0.093	0.1	0.246	0.475	0.664	0.343	0.357	0.267	0.216	0.42	0.958	0.053	22	0.225	0.28
2023	4397	Derrick Jones Jr.	NA	SF	25	7	NBA	CHI	64	893	4.6	9.3	0.5	9.7	0.652	0.548	0.096	0.009	0	0.348	0.587	0.627	0.364	0.5	NA	0.338	0.739	1	0.178	35	0.6	0.375
2023	4492	Derrick White	NA	SG	28	6	NBA	BOS	82	2319	5.4	11.8	0.462	16.1	0.484	0.16	0.22	0.08	0.024	0.516	0.548	0.719	0.461	0.508	0.333	0.381	0.502	0.899	0.018	11	0.284	0.387
2023	4824	Desmond Bane	NA	SG	24	3	NBA	MEM	58	1841	8.8	18.4	0.479	14.8	0.567	0.229	0.21	0.071	0.056	0.433	0.534	0.642	0.447	0.478	0.491	0.408	0.521	0.729	0.007	6	0.15	0.508
2023	4321	Devin Booker	NA	SG	26	8	NBA	PHO	53	1835	10.3	20.9	0.494	14.5	0.704	0.156	0.202	0.204	0.142	0.296	0.554	0.717	0.491	0.555	0.464	0.351	0.387	0.685	0.02	20	0.149	0.362
2023	4607	Devonte' Graham	NA	PG	27	5	NBA	TOT	73	1338	4.3	11.6	0.374	22.5	0.216	0.058	0.072	0.035	0.051	0.784	0.452	0.6	0.355	0.533	0.364	0.352	0.31	0.798	0	0	0.104	0.429
2023	4607	Devonte' Graham	NA	PG	27	5	NBA	NOP	53	811	3.8	10.3	0.368	23	0.177	0.056	0.056	0.03	0.035	0.823	0.463	0.462	0.308	0.571	0.625	0.347	0.421	0.848	0	0	0.105	0.35
2023	4494	Dillon Brooks	NA	SF	27	6	NBA	MEM	73	2214	6.4	16.1	0.396	15.8	0.557	0.157	0.19	0.138	0.072	0.443	0.451	0.635	0.362	0.453	0.282	0.326	0.438	0.797	0.012	12	0.164	0.361
2023	4400	Domantas Sabonis	NA	C	26	7	NBA	SAC	79	2736	7.6	12.3	0.615	6.3	0.912	0.493	0.318	0.044	0.058	0.088	0.639	0.762	0.5	0.512	0.444	0.373	0.581	1	0.094	81	0.12	0.2
2023	4495	Donovan Mitchell	NA	SG	26	6	NBA	CLE	68	2432	10.1	20.8	0.484	16.3	0.547	0.214	0.152	0.079	0.102	0.453	0.566	0.693	0.531	0.486	0.413	0.386	0.26	0.482	0.029	37	0.054	0.382
2023	4608	Donte DiVincenzo	NA	SG	26	5	NBA	GSW	72	1894	4.5	10.3	0.435	19.7	0.3	0.124	0.131	0.026	0.019	0.7	0.525	0.567	0.563	0.286	0.3	0.397	0.612	0.927	0.017	9	0.228	0.419
2023	4401	Dorian Finney-Smith	NA	PF	29	7	NBA	TOT	66	2009	3.5	9	0.391	17.8	0.325	0.218	0.088	0.012	0.008	0.675	0.503	0.642	0.227	0	0.5	0.337	0.671	0.974	0.084	33	0.382	0.38
2023	4237	Doug McDermott	NA	SF	31	9	NBA	SAS	64	1314	6.5	14.3	0.457	17.3	0.43	0.176	0.163	0.054	0.038	0.57	0.516	0.707	0.412	0.393	0.25	0.413	0.845	0.984	0.027	14	0.198	0.407
2023	4085	Draymond Green	NA	PF	32	11	NBA	GSW	73	2297	3.9	7.4	0.527	10.3	0.724	0.297	0.363	0.04	0.023	0.276	0.612	0.709	0.57	0.474	0.273	0.305	0.852	1	0.051	21	0.298	0.308
2023	4610	Drew Eubanks	NA	C	25	5	NBA	POR	78	1584	4.9	7.6	0.641	5.8	0.946	0.497	0.317	0.108	0.024	0.054	0.655	0.759	0.566	0.5	0.375	0.389	0.783	1	0.269	76	0.167	0
2023	4239	Dwight Powell	NA	C	31	9	NBA	DAL	76	1458	4.9	6.6	0.732	2.5	0.981	0.799	0.167	0.004	0.011	0.019	0.746	0.791	0.578	0	0.333	0	0.787	NA	0.316	76	0.4	0
2023	5046	Dyson Daniels	NA	PG	19	1	NBA	NOP	59	1042	3	7.2	0.418	13.6	0.587	0.308	0.221	0.048	0.01	0.413	0.492	0.641	0.348	0.3	0	0.314	0.55	0.889	0.034	7	0.302	0.346
2023	4497	Edmond Sumner	NA	SG	27	5	NBA	BRK	53	736	6.1	13.2	0.461	11.2	0.677	0.316	0.268	0.052	0.041	0.323	0.511	0.624	0.389	0.357	0.636	0.356	0.634	0.903	0.033	9	0.529	0.348
2023	3815	Eric Gordon	NA	SG	34	15	NBA	TOT	69	1965	5.3	12	0.446	17.2	0.455	0.164	0.243	0.041	0.006	0.545	0.535	0.71	0.453	0.37	0.25	0.371	0.39	0.811	0.002	1	0.084	0.467
2023	4931	Evan Mobley	NA	PF	21	2	NBA	CLE	79	2715	7	12.6	0.554	7.3	0.892	0.411	0.323	0.122	0.036	0.108	0.595	0.817	0.415	0.362	0.471	0.216	0.74	1	0.239	215	0.402	0.195
2023	4933	Franz Wagner	NA	SF	21	2	NBA	ORL	80	2609	7.5	15.4	0.485	12	0.678	0.27	0.311	0.063	0.034	0.322	0.544	0.728	0.42	0.414	0.447	0.361	0.464	0.8	0.03	29	0.172	0.435
2023	4403	Fred VanVleet	NA	PG	28	7	NBA	TOR	69	2535	6.2	15.8	0.393	18.6	0.455	0.12	0.144	0.091	0.101	0.545	0.455	0.586	0.375	0.406	0.455	0.342	0.187	0.594	0	0	0.122	0.419
2023	4717	Gabe Vincent	NA	PG	26	4	NBA	MIA	68	1759	4.7	11.6	0.402	19	0.383	0.093	0.138	0.09	0.062	0.617	0.512	0.547	0.462	0.451	0.657	0.334	0.432	0.735	0.002	1	0.323	0.381
2023	4718	Garrison Mathews	NA	SG	26	4	NBA	TOT	54	686	3.8	10.5	0.363	23.8	0.104	0.045	0.04	0.01	0.01	0.896	0.476	0.667	0.25	0.5	0.5	0.35	0.5	0.952	0.01	2	0.228	0.39
2023	4618	Gary Trent Jr.	NA	SG	24	5	NBA	TOR	66	2118	6.9	15.9	0.433	17.8	0.519	0.117	0.129	0.121	0.152	0.481	0.493	0.706	0.471	0.46	0.373	0.369	0.498	0.861	0.024	20	0.178	0.288
2023	4405	Georges Niang	NA	PF	29	7	NBA	PHI	78	1512	5.3	12	0.442	20.8	0.235	0.096	0.112	0.024	0.004	0.765	0.576	0.688	0.536	0.333	0.5	0.401	0.75	1	0	0	0.19	0.534
2023	4164	Giannis Antetokounmpo	NA	PF	28	10	NBA	MIL	63	2024	12.6	22.7	0.553	8.1	0.866	0.48	0.212	0.091	0.084	0.134	0.596	0.791	0.354	0.353	0.355	0.275	0.415	0.617	0.166	198	0.023	0.25
2023	3817	Goran Dragić	NA	PG	36	15	NBA	TOT	58	870	5.8	13.9	0.421	15.8	0.567	0.185	0.128	0.179	0.075	0.433	0.468	0.613	0.372	0.35	0.56	0.359	0.393	0.904	0	0	0.186	0.481
2023	3817	Goran Dragić	NA	PG	36	15	NBA	CHI	51	787	5.8	13.7	0.425	15.5	0.572	0.191	0.13	0.181	0.07	0.428	0.48	0.632	0.359	0.352	0.619	0.352	0.39	0.911	0	0	0.195	0.48
2023	3941	Gordon Hayward	NA	SF	32	13	NBA	CHO	50	1577	6.3	13.3	0.475	14.4	0.725	0.16	0.201	0.191	0.172	0.275	0.532	0.763	0.487	0.486	0.42	0.325	0.554	0.904	0.028	16	0.231	0.432
2023	4720	Grant Williams	NA	PF	24	4	NBA	BOS	79	2045	3.8	8.4	0.454	17.5	0.389	0.137	0.2	0.046	0.006	0.611	0.546	0.738	0.463	0.364	0.333	0.395	0.594	0.957	0.032	15	0.416	0.421
2023	4620	Grayson Allen	NA	SG	27	5	NBA	MIL	72	1972	4.5	10.2	0.44	18.7	0.343	0.18	0.104	0.054	0.005	0.657	0.518	0.67	0.345	0.4	0	0.399	0.606	0.884	0.027	12	0.213	0.474
2023	4621	Hamidou Diallo	NA	SG	24	5	NBA	DET	56	996	7.8	13.6	0.573	6.8	0.944	0.443	0.304	0.125	0.072	0.056	0.593	0.753	0.456	0.426	0.481	0.238	0.643	1	0.139	48	0.524	0.273
2023	4089	Harrison Barnes	NA	PF	30	11	NBA	SAC	82	2662	5.1	10.7	0.473	13.7	0.554	0.259	0.234	0.053	0.008	0.446	0.553	0.717	0.405	0.429	0.333	0.374	0.587	0.932	0.063	47	0.365	0.395
2023	4623	Haywood Highsmith	NA	SF	26	3	NBA	MIA	54	969	3.5	8	0.431	15.4	0.495	0.241	0.148	0.069	0.037	0.505	0.523	0.692	0.406	0.267	0.375	0.339	0.625	0.973	0.06	13	0.44	0.313
2023	4939	Herbert Jones	NA	SF	24	2	NBA	NOP	66	1951	4.3	9.2	0.469	10.9	0.667	0.389	0.222	0.018	0.038	0.333	0.536	0.651	0.396	0.444	0.211	0.335	0.67	0.964	0.086	38	0.515	0.337
2023	4837	Immanuel Quickley	NA	PG	23	3	NBA	NYK	81	2344	6.4	14.4	0.448	16.5	0.515	0.127	0.205	0.127	0.056	0.485	0.521	0.681	0.5	0.471	0.346	0.37	0.263	0.72	0.009	8	0.271	0.366
2023	4838	Isaac Okoro	NA	SF	22	3	NBA	CLE	76	1652	3.8	7.7	0.494	12.8	0.517	0.376	0.133	0.006	0.003	0.483	0.617	0.684	0.426	1	0	0.363	0.752	0.952	0.099	31	0.854	0.377
2023	4627	Isaiah Hartenstein	NA	C	24	5	NBA	NYK	82	1626	3.9	7.2	0.535	6	0.887	0.56	0.202	0.122	0.003	0.113	0.576	0.623	0.576	0.375	0	0.216	0.611	1	0.144	42	0.649	0.292
2023	4940	Isaiah Jackson	NA	C	21	2	NBA	IND	63	1042	6.2	11	0.563	4.2	0.956	0.626	0.261	0.044	0.025	0.044	0.582	0.683	0.373	0.286	0.75	0.143	0.74	1	0.302	84	0.214	0.333
